cell,violations,latitude,longitude,junction_label,police_station,is_named_junction,label,event_congestion_raw,strategic_raw,junction_raw,c_violation,c_event,c_junction,c_strategic,impact_score,top_violations,peak_hour,peak_hour_label
"12.94,77.566",33,12.940171290909092,77.5662900090909,No Junction,Basavanagudi,0,"Zone 12.94, 77.566",0.0,0,0.0,0.0072562358276643995,0.0,0.0,0.0,0.33,No Parking 94% · Wrong Parking 6%,6,06:00–07:00 IST
"12.999,77.674",8,12.9993983,77.673965825,No Junction,Banaswadi,0,"Zone 12.999, 77.674",1.0,0,0.0,0.0015873015873015873,0.010101010101010102,0.0,0.0,0.32,Wrong Parking 62% · No Parking 38%,1,01:00–02:00 IST
"12.884,77.598",32,12.884218105244457,77.59809744322779,No Junction,Hulimavu,0,"Zone 12.884, 77.598",0.0,0,0.0,0.007029478458049887,0.0,0.0,0.0,0.32,Wrong Parking 94% · Defective Number Plate 3%,12,12:00–13:00 IST
"13.031,77.56",8,13.0308077,77.5600539125,No Junction,Yeshwanthpura,0,"Zone 13.031, 77.56",1.0,0,0.0,0.0015873015873015873,0.010101010101010102,0.0,0.0,0.32,Wrong Parking 75% · No Parking 25%,12,12:00–13:00 IST
"12.973,77.626",32,12.973006146875,77.626355628125,No Junction,Halasur,0,"Zone 12.973, 77.626",0.0,0,0.0,0.007029478458049887,0.0,0.0,0.0,0.32,No Parking 89% · Parking On Footpath 3%,4,04:00–05:00 IST
"13.055,77.763",32,13.054600140625,77.762997496875,No Junction,K.R. Pura,0,"Zone 13.055, 77.763",0.0,0,0.0,0.007029478458049887,0.0,0.0,0.0,0.32,No Parking 53% · Wrong Parking 36%,10,10:00–11:00 IST
"12.973,77.6",32,12.973122196875,77.600242653125,No Junction,Cubbon Park,0,"Zone 12.973, 77.6",0.0,0,0.0,0.007029478458049887,0.0,0.0,0.0,0.32,No Parking 88% · Wrong Parking 12%,10,10:00–11:00 IST
"12.986,77.48",8,12.9855835125,77.4797000125,No Junction,Kamakshipalya,0,"Zone 12.986, 77.48",1.0,0,0.0,0.0015873015873015873,0.010101010101010102,0.0,0.0,0.32,Wrong Parking 62% · No Parking 38%,13,13:00–14:00 IST
"12.933,77.488",8,12.9330034125,77.488170025,No Junction,Kengeri,0,"Zone 12.933, 77.488",1.0,0,0.0,0.0015873015873015873,0.010101010101010102,0.0,0.0,0.32,Wrong Parking 67% · Parking In A Main Road 17%,12,12:00–13:00 IST
"12.903,77.626",8,12.9033694125,77.62581415,No Junction,Madiwala,0,"Zone 12.903, 77.626",1.0,0,0.0,0.0015873015873015873,0.010101010101010102,0.0,0.0,0.32,No Parking 100%,10,10:00–11:00 IST
"12.923,77.61",8,12.923053574999999,77.6099984125,No Junction,Mico Layout,0,"Zone 12.923, 77.61",1.0,0,0.0,0.0015873015873015873,0.010101010101010102,0.0,0.0,0.32,Wrong Parking 50% · Parking In A Main Road 44%,11,11:00–12:00 IST
"12.841,77.651",32,12.8407798625,77.650750865625,No Junction,Electronic City,0,"Zone 12.841, 77.651",0.0,0,0.0,0.007029478458049887,0.0,0.0,0.0,0.32,No Parking 46% · Wrong Parking 46%,12,12:00–13:00 IST
"12.84,77.654",8,12.84012555,77.65354295,No Junction,Electronic City,0,"Zone 12.84, 77.654",1.0,0,0.0,0.0015873015873015873,0.010101010101010102,0.0,0.0,0.32,Wrong Parking 100%,11,11:00–12:00 IST
"13.183,77.684",32,13.1831591875,77.683821784375,No Junction,Chikkajala,0,"Zone 13.183, 77.684",0.0,0,0.0,0.007029478458049887,0.0,0.0,0.0,0.32,Wrong Parking 74% · No Parking 21%,4,04:00–05:00 IST
"12.883,77.753",8,12.883176375,77.7526998875,No Junction,No Police Station,0,"Zone 12.883, 77.753",1.0,0,0.0,0.0015873015873015873,0.010101010101010102,0.0,0.0,0.32,Wrong Parking 40% · Parking In A Main Road 27%,4,04:00–05:00 IST
"12.976,77.615",32,12.97610818125,77.61497555,No Junction,Halasur,0,"Zone 12.976, 77.615",0.0,0,0.0,0.007029478458049887,0.0,0.0,0.0,0.32,No Parking 91% · Wrong Parking 6%,6,06:00–07:00 IST
"12.911,77.552",32,12.911377600451617,77.55202038364138,No Junction,K.S. Layout,0,"Zone 12.911, 77.552",0.0,0,0.0,0.007029478458049887,0.0,0.0,0.0,0.32,Wrong Parking 48% · Parking In A Main Road 38%,13,13:00–14:00 IST
"12.951,77.717",32,12.9511610875,77.717467425,No Junction,Whitefield,0,"Zone 12.951, 77.717",0.0,0,0.0,0.007029478458049887,0.0,0.0,0.0,0.32,Wrong Parking 41% · Parking In A Main Road 36%,8,08:00–09:00 IST
"13.002,77.757",32,13.0021835625,77.75721115625,No Junction,Mahadevapura,0,"Zone 13.002, 77.757",0.0,0,0.0,0.007029478458049887,0.0,0.0,0.0,0.32,Wrong Parking 53% · No Parking 47%,8,08:00–09:00 IST
"13.084,77.637",32,13.0836596125,77.63698564375,No Junction,Hennuru,0,"Zone 13.084, 77.637",0.0,0,0.0,0.007029478458049887,0.0,0.0,0.0,0.32,Wrong Parking 74% · Defective Number Plate 12%,4,04:00–05:00 IST
"13.054,77.483",8,13.0542356125,77.4826441625,No Junction,No Police Station,0,"Zone 13.054, 77.483",1.0,0,0.0,0.0015873015873015873,0.010101010101010102,0.0,0.0,0.32,Wrong Parking 100%,12,12:00–13:00 IST
"12.924,77.65",32,12.924374059375,77.64997589375,No Junction,HSR Layout,0,"Zone 12.924, 77.65",0.0,0,0.0,0.007029478458049887,0.0,0.0,0.0,0.32,No Parking 83% · Wrong Parking 9%,2,02:00–03:00 IST
"13.02,77.556",32,13.019811525,77.55591987187499,No Junction,Yeshwanthpura,0,"Zone 13.02, 77.556",0.0,0,0.0,0.007029478458049887,0.0,0.0,0.0,0.32,No Parking 85% · Wrong Parking 9%,11,11:00–12:00 IST
"12.982,77.624",8,12.981997625,77.6240748375,No Junction,Halasur,0,"Zone 12.982, 77.624",1.0,0,0.0,0.0015873015873015873,0.010101010101010102,0.0,0.0,0.32,No Parking 88% · Wrong Parking 12%,10,10:00–11:00 IST
"12.869,77.537",8,12.8691174,77.5366665375,No Junction,Thalagattapura,0,"Zone 12.869, 77.537",1.0,0,0.0,0.0015873015873015873,0.010101010101010102,0.0,0.0,0.32,Wrong Parking 60% · Parking In A Main Road 20%,12,12:00–13:00 IST
"12.928,77.609",32,12.927825121875,77.609145084375,No Junction,Mico Layout,0,"Zone 12.928, 77.609",0.0,0,0.0,0.007029478458049887,0.0,0.0,0.0,0.32,Wrong Parking 53% · Parking In A Main Road 42%,11,11:00–12:00 IST
"13.047,77.523",8,13.0466563625,77.5227093625,No Junction,Jalahalli,0,"Zone 13.047, 77.523",1.0,0,0.0,0.0015873015873015873,0.010101010101010102,0.0,0.0,0.32,Wrong Parking 50% · No Parking 50%,0,00:00–01:00 IST
"13.006,77.57",32,13.005639871875,77.56994239375,No Junction,Malleshwaram,0,"Zone 13.006, 77.57",0.0,0,0.0,0.007029478458049887,0.0,0.0,0.0,0.32,No Parking 72% · Wrong Parking 28%,7,07:00–08:00 IST
"12.997,77.569",31,12.996832332258064,77.56886253548386,No Junction,Malleshwaram,0,"Zone 12.997, 77.569",0.0,0,0.0,0.006802721088435374,0.0,0.0,0.0,0.31,Wrong Parking 69% · No Parking 28%,10,10:00–11:00 IST
"12.992,77.61",7,12.992086214285715,77.60974265714286,No Junction,Pulikeshinagar(F.Town),0,"Zone 12.992, 77.61",1.0,0,0.0,0.0013605442176870747,0.010101010101010102,0.0,0.0,0.31,No Parking 67% · Wrong Parking 22%,10,10:00–11:00 IST
"12.973,77.623",31,12.973438403225808,77.62264954193549,No Junction,Halasur,0,"Zone 12.973, 77.623",0.0,0,0.0,0.006802721088435374,0.0,0.0,0.0,0.31,No Parking 94% · Double Parking 3%,8,08:00–09:00 IST
"13.098,77.567",7,13.097877628571428,77.56678575714285,No Junction,Yelahanka,0,"Zone 13.098, 77.567",1.0,0,0.0,0.0013605442176870747,0.010101010101010102,0.0,0.0,0.31,No Parking 86% · Wrong Parking 14%,11,11:00–12:00 IST
"13.188,77.681",31,13.188093587096775,77.68056848709678,No Junction,Devanahalli Airport,0,"Zone 13.188, 77.681",0.0,0,0.0,0.006802721088435374,0.0,0.0,0.0,0.31,No Parking 74% · Wrong Parking 26%,3,03:00–04:00 IST
"12.896,77.586",7,12.895933442857142,77.58596425714286,No Junction,J.P. Nagar,0,"Zone 12.896, 77.586",1.0,0,0.0,0.0013605442176870747,0.010101010101010102,0.0,0.0,0.31,No Parking 71% · Wrong Parking 29%,9,09:00–10:00 IST
"13.011,77.529",7,13.011157442857142,77.52874625714286,No Junction,Rajajinagar,0,"Zone 13.011, 77.529",1.0,0,0.0,0.0013605442176870747,0.010101010101010102,0.0,0.0,0.31,No Parking 55% · Parking In A Main Road 36%,2,02:00–03:00 IST
"12.938,77.556",7,12.938312271428572,77.55588782857141,No Junction,Basavanagudi,0,"Zone 12.938, 77.556",1.0,0,0.0,0.0013605442176870747,0.010101010101010102,0.0,0.0,0.31,Wrong Parking 100%,10,10:00–11:00 IST
"12.953,77.62",7,12.952647557142857,77.619745,No Junction,Ashok Nagar,0,"Zone 12.953, 77.62",1.0,0,0.0,0.0013605442176870747,0.010101010101010102,0.0,0.0,0.31,No Parking 100%,6,06:00–07:00 IST
"13.001,77.616",7,13.000804057142858,77.61608725714287,No Junction,Pulikeshinagar(F.Town),0,"Zone 13.001, 77.616",1.0,0,0.0,0.0013605442176870747,0.010101010101010102,0.0,0.0,0.31,Wrong Parking 86% · No Parking 14%,12,12:00–13:00 IST
"13.081,77.56",7,13.080946557142857,77.55958444285714,No Junction,Yelahanka,0,"Zone 13.081, 77.56",1.0,0,0.0,0.0013605442176870747,0.010101010101010102,0.0,0.0,0.31,Wrong Parking 71% · No Parking 29%,9,09:00–10:00 IST
"12.989,77.602",31,12.989204932258065,77.60220619354838,No Junction,Shivajinagar,0,"Zone 12.989, 77.602",0.0,0,0.0,0.006802721088435374,0.0,0.0,0.0,0.31,Wrong Parking 52% · No Parking 48%,2,02:00–03:00 IST
"13.049,77.55",7,13.048997414285713,77.54978242857143,No Junction,Jalahalli,0,"Zone 13.049, 77.55",1.0,0,0.0,0.0013605442176870747,0.010101010101010102,0.0,0.0,0.31,No Parking 55% · Wrong Parking 27%,9,09:00–10:00 IST
"12.917,77.638",31,12.916780196774194,77.63812233225806,No Junction,HSR Layout,0,"Zone 12.917, 77.638",0.0,0,0.0,0.006802721088435374,0.0,0.0,0.0,0.31,No Parking 91% · Defective Number Plate 3%,5,05:00–06:00 IST
"12.993,77.706",7,12.993241842857143,77.7062915,No Junction,Mahadevapura,0,"Zone 12.993, 77.706",1.0,0,0.0,0.0013605442176870747,0.010101010101010102,0.0,0.0,0.31,Wrong Parking 75% · Defective Number Plate 12%,7,07:00–08:00 IST
"12.971,77.75",7,12.970736042857142,77.75019624285714,No Junction,Whitefield,0,"Zone 12.971, 77.75",1.0,0,0.0,0.0013605442176870747,0.010101010101010102,0.0,0.0,0.31,Parking In A Main Road 46% · No Parking 46%,8,08:00–09:00 IST
"12.975,77.751",7,12.975308642857144,77.7510412142857,No Junction,Whitefield,0,"Zone 12.975, 77.751",1.0,0,0.0,0.0013605442176870747,0.010101010101010102,0.0,0.0,0.31,Parking In A Main Road 50% · No Parking 50%,8,08:00–09:00 IST
"12.887,77.738",7,12.887471271428572,77.73842321428572,No Junction,No Police Station,0,"Zone 12.887, 77.738",1.0,0,0.0,0.0013605442176870747,0.010101010101010102,0.0,0.0,0.31,Wrong Parking 27% · Parking Near Bustop/School/Hospital Etc 19%,5,05:00–06:00 IST
"12.945,77.495",7,12.944977428571429,77.49529414285715,No Junction,Jnanabharathi,0,"Zone 12.945, 77.495",1.0,0,0.0,0.0013605442176870747,0.010101010101010102,0.0,0.0,0.31,No Parking 71% · Wrong Parking 29%,4,04:00–05:00 IST
"12.925,77.633",31,12.925060641935485,77.63331079999999,No Junction,Adugodi,0,"Zone 12.925, 77.633",0.0,0,0.0,0.006802721088435374,0.0,0.0,0.0,0.31,No Parking 64% · Wrong Parking 28%,10,10:00–11:00 IST
"12.929,77.568",7,12.92901922857143,77.5679649,No Junction,Banashankari,0,"Zone 12.929, 77.568",1.0,0,0.0,0.0013605442176870747,0.010101010101010102,0.0,0.0,0.31,Wrong Parking 100%,11,11:00–12:00 IST
"12.978,77.628",31,12.97804327419355,77.62840783548387,No Junction,Halasur,0,"Zone 12.978, 77.628",0.0,0,0.0,0.006802721088435374,0.0,0.0,0.0,0.31,Wrong Parking 31% · No Parking 18%,9,09:00–10:00 IST
"13.021,77.536",7,13.021354371428572,77.53579757142857,No Junction,Rajajinagar,0,"Zone 13.021, 77.536",1.0,0,0.0,0.0013605442176870747,0.010101010101010102,0.0,0.0,0.31,Wrong Parking 71% · No Parking 29%,2,02:00–03:00 IST
"12.988,77.736",7,12.987531700000002,77.73588819999999,No Junction,Mahadevapura,0,"Zone 12.988, 77.736",1.0,0,0.0,0.0013605442176870747,0.010101010101010102,0.0,0.0,0.31,Parking On Footpath 46% · Wrong Parking 46%,11,11:00–12:00 IST
"12.827,77.682",7,12.8270502,77.68215742857141,No Junction,Electronic City,0,"Zone 12.827, 77.682",1.0,0,0.0,0.0013605442176870747,0.010101010101010102,0.0,0.0,0.31,No Parking 33% · Parking In A Main Road 33%,3,03:00–04:00 IST
"12.841,77.652",7,12.8405422,77.65170825714286,No Junction,Electronic City,0,"Zone 12.841, 77.652",1.0,0,0.0,0.0013605442176870747,0.010101010101010102,0.0,0.0,0.31,No Parking 86% · Wrong Parking 14%,7,07:00–08:00 IST
"12.97,77.643",31,12.970266738709677,77.64303303870967,No Junction,Jeevanbheemanagar,0,"Zone 12.97, 77.643",0.0,0,0.0,0.006802721088435374,0.0,0.0,0.0,0.31,No Parking 36% · Wrong Parking 31%,13,13:00–14:00 IST
"13.242,77.704",7,13.24218082857143,77.70400994285716,No Junction,Devanahalli Airport,0,"Zone 13.242, 77.704",1.0,0,0.0,0.0013605442176870747,0.010101010101010102,0.0,0.0,0.31,No Parking 71% · Wrong Parking 29%,3,03:00–04:00 IST
"12.854,77.662",30,12.85432268,77.66211305,No Junction,Electronic City,0,"Zone 12.854, 77.662",0.0,0,0.0,0.006575963718820862,0.0,0.0,0.0,0.3,No Parking 97% · Defective Number Plate 3%,10,10:00–11:00 IST
"12.993,77.652",30,12.992687943333333,77.65175823666667,No Junction,Banaswadi,0,"Zone 12.993, 77.652",0.0,0,0.0,0.006575963718820862,0.0,0.0,0.0,0.3,No Parking 62% · Parking In A Main Road 20%,7,07:00–08:00 IST
"12.998,77.693",30,12.99797652,77.69304545,No Junction,Mahadevapura,0,"Zone 12.998, 77.693",0.0,0,0.0,0.006575963718820862,0.0,0.0,0.0,0.3,Wrong Parking 94% · Defective Number Plate 6%,2,02:00–03:00 IST
"13.048,77.501",6,13.047595000000001,77.50086356666667,No Junction,Chikkabanavara,0,"Zone 13.048, 77.501",1.0,0,0.0,0.0011337868480725624,0.010101010101010102,0.0,0.0,0.3,Wrong Parking 86% · Defective Number Plate 14%,11,11:00–12:00 IST
"13.054,77.592",30,13.05406652,77.59223706333334,No Junction,Kodigehalli,0,"Zone 13.054, 77.592",0.0,0,0.0,0.006575963718820862,0.0,0.0,0.0,0.3,Wrong Parking 97% · No Parking 3%,10,10:00–11:00 IST
"13.121,77.632",30,13.12079479,77.63178561666668,No Junction,Yelahanka,0,"Zone 13.121, 77.632",0.0,0,0.0,0.006575963718820862,0.0,0.0,0.0,0.3,No Parking 75% · Parking In A Main Road 25%,0,00:00–01:00 IST
"12.992,77.713",6,12.9921904,77.71307146666668,No Junction,Mahadevapura,0,"Zone 12.992, 77.713",1.0,0,0.0,0.0011337868480725624,0.010101010101010102,0.0,0.0,0.3,Wrong Parking 43% · No Parking 43%,6,06:00–07:00 IST
"12.985,77.48",30,12.985380996666667,77.47996835666666,No Junction,Kamakshipalya,0,"Zone 12.985, 77.48",0.0,0,0.0,0.006575963718820862,0.0,0.0,0.0,0.3,Wrong Parking 76% · No Parking 15%,11,11:00–12:00 IST
"13.02,77.674",6,13.020043683333334,77.67444205,No Junction,Banaswadi,0,"Zone 13.02, 77.674",1.0,0,0.0,0.0011337868480725624,0.010101010101010102,0.0,0.0,0.3,Wrong Parking 42% · No Parking 17%,4,04:00–05:00 IST
"12.898,77.634",30,12.898038394198,77.63415406582017,No Junction,Madiwala,0,"Zone 12.898, 77.634",0.0,0,0.0,0.006575963718820862,0.0,0.0,0.0,0.3,Wrong Parking 100%,11,11:00–12:00 IST
"12.872,77.539",30,12.871869003333334,77.53903812666667,No Junction,Thalagattapura,0,"Zone 12.872, 77.539",0.0,0,0.0,0.006575963718820862,0.0,0.0,0.0,0.3,Wrong Parking 59% · No Parking 29%,11,11:00–12:00 IST
"13.036,77.623",30,13.036161226666668,77.62322106,No Junction,K.G. Halli,0,"Zone 13.036, 77.623",0.0,0,0.0,0.006575963718820862,0.0,0.0,0.0,0.3,No Parking 74% · Wrong Parking 21%,11,11:00–12:00 IST
"12.959,77.517",6,12.958871809020119,77.5170251122541,No Junction,Byatarayanapura,0,"Zone 12.959, 77.517",1.0,0,0.0,0.0011337868480725624,0.010101010101010102,0.0,0.0,0.3,No Parking 42% · Parking In A Main Road 42%,15,15:00–16:00 IST
"13.053,77.487",6,13.052917616666667,77.48672026666667,No Junction,No Police Station,0,"Zone 13.053, 77.487",1.0,0,0.0,0.0011337868480725624,0.010101010101010102,0.0,0.0,0.3,Wrong Parking 100%,12,12:00–13:00 IST
"12.988,77.475",6,12.987598316666668,77.47508291666666,No Junction,Kamakshipalya,0,"Zone 12.988, 77.475",1.0,0,0.0,0.0011337868480725624,0.010101010101010102,0.0,0.0,0.3,No Parking 27% · Wrong Parking 27%,14,14:00–15:00 IST
"12.944,77.495",6,12.944048716666666,77.49475656666667,No Junction,Jnanabharathi,0,"Zone 12.944, 77.495",1.0,0,0.0,0.0011337868480725624,0.010101010101010102,0.0,0.0,0.3,Wrong Parking 67% · No Parking 33%,4,04:00–05:00 IST
"12.876,77.647",30,12.87615222,77.64728895333334,No Junction,Hulimavu,0,"Zone 12.876, 77.647",0.0,0,0.0,0.006575963718820862,0.0,0.0,0.0,0.3,Wrong Parking 100%,2,02:00–03:00 IST
"12.942,77.748",6,12.942439483333333,77.74758895000001,No Junction,Whitefield,0,"Zone 12.942, 77.748",1.0,0,0.0,0.0011337868480725624,0.010101010101010102,0.0,0.0,0.3,Wrong Parking 67% · Parking On Footpath 11%,3,03:00–04:00 IST
"12.99,77.714",6,12.990106766666665,77.71375658333334,No Junction,Mahadevapura,0,"Zone 12.99, 77.714",1.0,0,0.0,0.0011337868480725624,0.010101010101010102,0.0,0.0,0.3,Wrong Parking 100%,7,07:00–08:00 IST
"13.047,77.5",6,13.046884949999999,77.50025315,No Junction,Peenya,0,"Zone 13.047, 77.5",1.0,0,0.0,0.0011337868480725624,0.010101010101010102,0.0,0.0,0.3,Wrong Parking 28% · Parking In A Main Road 28%,11,11:00–12:00 IST
"12.996,77.612",29,12.996357593103449,77.61195623793103,No Junction,Pulikeshinagar(F.Town),0,"Zone 12.996, 77.612",0.0,0,0.0,0.006349206349206349,0.0,0.0,0.0,0.29,Wrong Parking 52% · No Parking 48%,3,03:00–04:00 IST
"12.974,77.513",5,12.97372794,77.51280191999999,No Junction,Jnanabharathi,0,"Zone 12.974, 77.513",1.0,0,0.0,0.0009070294784580499,0.010101010101010102,0.0,0.0,0.29,Wrong Parking 100%,3,03:00–04:00 IST
"13.06,77.588",29,13.059679441379311,77.58757641034482,No Junction,Kodigehalli,0,"Zone 13.06, 77.588",0.0,0,0.0,0.006349206349206349,0.0,0.0,0.0,0.29,Wrong Parking 88% · Defective Number Plate 9%,11,11:00–12:00 IST
"12.981,77.616",29,12.981042117241378,77.61580962413792,No Junction,Halasur,0,"Zone 12.981, 77.616",0.0,0,0.0,0.006349206349206349,0.0,0.0,0.0,0.29,No Parking 70% · Wrong Parking 30%,12,12:00–13:00 IST
"12.986,77.731",5,12.98589208,77.7309264,No Junction,Whitefield,0,"Zone 12.986, 77.731",1.0,0,0.0,0.0009070294784580499,0.010101010101010102,0.0,0.0,0.29,Parking In A Main Road 38% · Wrong Parking 38%,4,04:00–05:00 IST
"12.981,77.564",5,12.980669968,77.56427959312853,No Junction,Magadi Road,0,"Zone 12.981, 77.564",1.0,0,0.0,0.0009070294784580499,0.010101010101010102,0.0,0.0,0.29,Wrong Parking 43% · No Parking 29%,2,02:00–03:00 IST
"12.971,77.645",29,12.970596179310345,77.64503964482759,No Junction,Jeevanbheemanagar,0,"Zone 12.971, 77.645",0.0,0,0.0,0.006349206349206349,0.0,0.0,0.0,0.29,No Parking 85% · Parking In A Main Road 9%,9,09:00–10:00 IST
"13.083,77.638",29,13.083442903448276,77.6382854137931,No Junction,Hennuru,0,"Zone 13.083, 77.638",0.0,0,0.0,0.006349206349206349,0.0,0.0,0.0,0.29,Wrong Parking 64% · Parking In A Main Road 27%,13,13:00–14:00 IST
"12.993,77.61",29,12.993119496551724,77.60983585517242,No Junction,Pulikeshinagar(F.Town),0,"Zone 12.993, 77.61",0.0,0,0.0,0.006349206349206349,0.0,0.0,0.0,0.29,Wrong Parking 55% · No Parking 33%,2,02:00–03:00 IST
"13.081,77.548",5,13.0813196,77.54819954,No Junction,Yelahanka,0,"Zone 13.081, 77.548",1.0,0,0.0,0.0009070294784580499,0.010101010101010102,0.0,0.0,0.29,No Parking 50% · Wrong Parking 25%,11,11:00–12:00 IST
"13.033,77.627",29,13.032945041379309,77.62717343103449,No Junction,K.G. Halli,0,"Zone 13.033, 77.627",0.0,0,0.0,0.006349206349206349,0.0,0.0,0.0,0.29,No Parking 100%,2,02:00–03:00 IST
"13.015,77.575",5,13.014718300000002,77.57462018,No Junction,Sadashivanagar,0,"Zone 13.015, 77.575",1.0,0,0.0,0.0009070294784580499,0.010101010101010102,0.0,0.0,0.29,No Parking 83% · Parking In A Main Road 17%,6,06:00–07:00 IST
"12.875,77.542",5,12.87465602,77.54178968,No Junction,Thalagattapura,0,"Zone 12.875, 77.542",1.0,0,0.0,0.0009070294784580499,0.010101010101010102,0.0,0.0,0.29,Wrong Parking 100%,7,07:00–08:00 IST
"12.926,77.633",29,12.926107848275862,77.63342581724137,No Junction,Adugodi,0,"Zone 12.926, 77.633",0.0,0,0.0,0.006349206349206349,0.0,0.0,0.0,0.29,No Parking 87% · Wrong Parking 10%,6,06:00–07:00 IST
"13.017,77.592",29,13.017025220689655,77.59169055172413,No Junction,R.T. Nagar,0,"Zone 13.017, 77.592",0.0,0,0.0,0.006349206349206349,0.0,0.0,0.0,0.29,Wrong Parking 66% · No Parking 34%,4,04:00–05:00 IST
"12.842,77.676",5,12.84178296,77.67603004,No Junction,Electronic City,0,"Zone 12.842, 77.676",1.0,0,0.0,0.0009070294784580499,0.010101010101010102,0.0,0.0,0.29,No Parking 50% · Defective Number Plate 25%,10,10:00–11:00 IST
"13.183,77.683",29,13.183418106896552,77.68294576551725,No Junction,Chikkajala,0,"Zone 13.183, 77.683",0.0,0,0.0,0.006349206349206349,0.0,0.0,0.0,0.29,Wrong Parking 83% · No Parking 13%,4,04:00–05:00 IST
"13.062,77.576",5,13.061968859999999,77.57596922,No Junction,Kodigehalli,0,"Zone 13.062, 77.576",1.0,0,0.0,0.0009070294784580499,0.010101010101010102,0.0,0.0,0.29,Wrong Parking 100%,10,10:00–11:00 IST
"12.855,77.666",5,12.854880159999999,77.66558496,No Junction,Electronic City,0,"Zone 12.855, 77.666",1.0,0,0.0,0.0009070294784580499,0.010101010101010102,0.0,0.0,0.29,No Parking 83% · Defective Number Plate 17%,3,03:00–04:00 IST
"12.951,77.521",5,12.9509942,77.5212844,No Junction,Byatarayanapura,0,"Zone 12.951, 77.521",1.0,0,0.0,0.0009070294784580499,0.010101010101010102,0.0,0.0,0.29,No Parking 50% · Parking In A Main Road 50%,6,06:00–07:00 IST
"13.02,77.538",29,13.020056851724139,77.53802288275863,No Junction,Rajajinagar,0,"Zone 13.02, 77.538",0.0,0,0.0,0.006349206349206349,0.0,0.0,0.0,0.29,Wrong Parking 67% · No Parking 30%,7,07:00–08:00 IST
"12.94,77.524",29,12.939992972413792,77.52410284827586,No Junction,Byatarayanapura,0,"Zone 12.94, 77.524",0.0,0,0.0,0.006349206349206349,0.0,0.0,0.0,0.29,Wrong Parking 59% · No Parking 19%,12,12:00–13:00 IST
"12.978,77.751",5,12.978163599999998,77.75134582000001,No Junction,Whitefield,0,"Zone 12.978, 77.751",1.0,0,0.0,0.0009070294784580499,0.010101010101010102,0.0,0.0,0.29,Parking In A Main Road 44% · No Parking 44%,8,08:00–09:00 IST
"13.021,77.531",5,13.02146452,77.53143814,No Junction,Rajajinagar,0,"Zone 13.021, 77.531",1.0,0,0.0,0.0009070294784580499,0.010101010101010102,0.0,0.0,0.29,No Parking 56% · Parking In A Main Road 44%,6,06:00–07:00 IST
"12.991,77.652",29,12.991464044827586,77.65189167586206,No Junction,Banaswadi,0,"Zone 12.991, 77.652",0.0,0,0.0,0.006349206349206349,0.0,0.0,0.0,0.29,Parking In A Main Road 46% · No Parking 38%,7,07:00–08:00 IST
"12.96,77.506",5,12.96033648,77.50554998,No Junction,Jnanabharathi,0,"Zone 12.96, 77.506",1.0,0,0.0,0.0009070294784580499,0.010101010101010102,0.0,0.0,0.29,Parking In A Main Road 38% · Wrong Parking 38%,4,04:00–05:00 IST
"12.984,77.753",5,12.9838822,77.75272953999999,No Junction,Mahadevapura,0,"Zone 12.984, 77.753",1.0,0,0.0,0.0009070294784580499,0.010101010101010102,0.0,0.0,0.29,No Parking 71% · Parking In A Main Road 29%,8,08:00–09:00 IST
"13.021,77.533",5,13.021157640000002,77.53271371999999,No Junction,Rajajinagar,0,"Zone 13.021, 77.533",1.0,0,0.0,0.0009070294784580499,0.010101010101010102,0.0,0.0,0.29,Wrong Parking 67% · No Parking 17%,4,04:00–05:00 IST
"12.921,77.667",29,12.921265258620691,77.6670244862069,No Junction,Bellandur,0,"Zone 12.921, 77.667",0.0,0,0.0,0.006349206349206349,0.0,0.0,0.0,0.29,Wrong Parking 83% · No Parking 17%,5,05:00–06:00 IST
"13.01,77.527",5,13.0095517,77.52660418,No Junction,Rajajinagar,0,"Zone 13.01, 77.527",1.0,0,0.0,0.0009070294784580499,0.010101010101010102,0.0,0.0,0.29,No Parking 71% · Parking In A Main Road 29%,10,10:00–11:00 IST
"12.935,77.63",5,12.93477842,77.63002744,No Junction,Adugodi,0,"Zone 12.935, 77.63",1.0,0,0.0,0.0009070294784580499,0.010101010101010102,0.0,0.0,0.29,Wrong Parking 80% · No Parking 20%,2,02:00–03:00 IST
"12.942,77.568",29,12.942416151724139,77.56757716551724,No Junction,Basavanagudi,0,"Zone 12.942, 77.568",0.0,0,0.0,0.006349206349206349,0.0,0.0,0.0,0.29,Wrong Parking 53% · No Parking 43%,2,02:00–03:00 IST
"12.969,77.736",5,12.96928294,77.73581278,No Junction,Whitefield,0,"Zone 12.969, 77.736",1.0,0,0.0,0.0009070294784580499,0.010101010101010102,0.0,0.0,0.29,No Parking 50% · Wrong Parking 30%,13,13:00–14:00 IST
"12.98,77.517",5,12.980389160000001,77.51711992,No Junction,Kamakshipalya,0,"Zone 12.98, 77.517",1.0,0,0.0,0.0009070294784580499,0.010101010101010102,0.0,0.0,0.29,Wrong Parking 100%,1,01:00–02:00 IST
"13.008,77.569",29,13.008104393103448,77.56916595517242,No Junction,Malleshwaram,0,"Zone 13.008, 77.569",0.0,0,0.0,0.006349206349206349,0.0,0.0,0.0,0.29,Wrong Parking 59% · No Parking 41%,7,07:00–08:00 IST
